DISTRICT	DISTRICTNAME	CAMPUS	CAMPUSNAME	REGION	COUNTY	COUNTYNAME	TYPE	GRADES	RATING	HOURS11	HOURS12	HOURS13	ITEMS1	ITEMS2	ITEMS3
57905	DALLAS ISD	57905195	PRESTON HOLLOW EL	10	57	DALLAS	E	EE - 05	R	27.25	3.9893	8	62237	91304	57283
57905	DALLAS ISD	57905196	J W RAY LEARNING CENTER	10	57	DALLAS	E	PK - 05	L	21.5377	2.9786	2.7306	52488	84644	62983
57905	DALLAS ISD	57905197	JOHN H REAGAN ELEMENTARY SCHOOL	10	57	DALLAS	E	EE - 05	A	30.7478	4.8195	9.2499	52829	84644	57355
57905	DALLAS ISD	57905198	MARTHA TURNER REILLY EL	10	57	DALLAS	E	PK - 05	R	32.4918	2.8302	6.0005	67596	87261	54369
57905	DALLAS ISD	57905199	REINHARDT ELEMENTARY SCHOOL	10	57	DALLAS	E	PK - 05	R	42.3489	5.8179	4	61593	74780	59175
57905	DALLAS ISD	57905200	JOSEPH J RHOADS LEARNING CENTER	10	57	DALLAS	E	PK - 05	A	29.0018	2.9893	6	54480	74135	59556
57905	DALLAS ISD	57905201	CHARLES RICE LEARNING CENTER	10	57	DALLAS	E	PK - 05	E	32.8336	2.8302	2.6667	59444	81464	62610
57905	DALLAS ISD	57905202	ORAN M ROBERTS ELEMENTARY SCHOOL	10	57	DALLAS	E	PK - 05	R	35.4972	1.9893	15.9991	52155	84644	53825
57905	DALLAS ISD	57905203	DAN D ROGERS EL	10	57	DALLAS	E	EE - 05	R	31.0011	2.9786	8.9997	53718	94332	55684
57905	DALLAS ISD	57905204	ROSEMONT ELEMENTARY SCHOOL	10	57	DALLAS	E	01 - 05	R	26.3618	2.9786	6.8784	61469	87261	60668
57905	DALLAS ISD	57905205	CLINTON P RUSSELL ELEMENTARY SCHOO	10	57	DALLAS	E	04 - 05	E	14.0007	0.9893	2.0004	55596	87261	52783
57905	DALLAS ISD	57905206	ALEX SANGER EL	10	57	DALLAS	E	PK - 05	A	33.0024	3.2986	10.5008	73786	90055	56669
57905	DALLAS ISD	57905207	SAN JACINTO ELEMENTARY SCHOOL	10	57	DALLAS	E	EE - 05	A	42.9998	1.9893	20.0001	60361	77008	52884
57905	DALLAS ISD	57905208	SEAGOVILLE EL	10	57	DALLAS	E	EE - 02	A	42	3.9786	9	63005	81464	56073
57905	DALLAS ISD	57905209	ASCHER SILBERSTEIN EL	10	57	DALLAS	E	PK - 05	R	40.4997	2.8409	21.0001	63195	74135	50985
57905	DALLAS ISD	57905210	LESLIE A STEMMONS EL	10	57	DALLAS	E	PK - 06	A	56.9979	6.2772	18.9972	57323	98729	55079
57905	DALLAS ISD	57905211	STEVENS PARK ELEMENTARY SCHOOL	10	57	DALLAS	E	PK - 06	R	45.496	4.9786	25.0003	58634	74135	49979
57905	DALLAS ISD	57905212	HARRY STONE MONTESSORI ACADEMY	10	57	DALLAS	E	PK - 06	R	24.6703	2.8409	2.9063	53997	78918	59863
57905	DALLAS ISD	57905213	T G TERRY ELEMENTARY SCHOOL	10	57	DALLAS	E	PK - 05	R	27.5027	3.9786	7.9999	60145	90055	54742
57905	DALLAS ISD	57905214	H S THOMPSON LEARNING CENTER	10	57	DALLAS	E	PK - 06	E	25.6105	2.9786	5.9998	66721	87261	63631
57905	DALLAS ISD	57905215	R L THORNTON ELEMENTARY SCHOOL	10	57	DALLAS	E	EE - 05	R	32.4998	3.8302	5.9998	61606	84644	55802
57905	DALLAS ISD	57905216	EDWARD TITCHE EL	10	57	DALLAS	E	PK - 05	A	65.0004	4.2259	23.0002	68894	70281	51225
57905	DALLAS ISD	57905217	WILLIAM B TRAVIS ACDMY/VNGRD FOR A	10	57	DALLAS	E	04 - 05	E	8.6993	2.9893	0.9999	61247	82339	62536
57905	DALLAS ISD	57905218	GEORGE W TRUETT EL	10	57	DALLAS	E	PK - 05	A	66.4511	4.8179	31.0001	56994	73609	52279
57905	DALLAS ISD	57905219	ADELLE TURNER EL	10	57	DALLAS	E	EE - 05	R	27.5015	3.9786	4.0005	62254	84644	60000
57905	DALLAS ISD	57905220	MARK TWAIN LEADERSHIP VANGUARD	10	57	DALLAS	E	EE - 05	A	29.5013	3.4786	7.5002	68574	96603	56049
57905	DALLAS ISD	57905222	URBAN PARK EL SCHOOL	10	57	DALLAS	E	PK - 05	A	43.997	5.4679	20.9988	57228	74134	51909
57905	DALLAS ISD	57905224	WALNUT HILL EL SCHOOL	10	57	DALLAS	E	EE - 05	R	27.0011	3.9786	7.9999	60436	84644	54847
57905	DALLAS ISD	57905225	DANIEL WEBSTER ELEMENTARY SCHOOL	10	57	DALLAS	E	PK - 06	A	45.997	5.9679	16.0001	56261	83532	51762
57905	DALLAS ISD	57905226	MARTIN WEISS EL SCHOOL	10	57	DALLAS	E	PK - 05	A	35.3431	4.5595	14.286	65557	84644	55849
57905	DALLAS ISD	57905227	PHILLIS WHEATLEY ELEMENTARY SCHOOL	10	57	DALLAS	E	EE - 03	R	12.7822	1.4793	3.7823	58663	87266	56994
57905	DALLAS ISD	57905228	SUDIE L WILLIAMS ELEMENTARY SCHOOL	10	57	DALLAS	E	PK - 05	R	24.0356	3.9893	9.5001	58741	84644	53388
57905	DALLAS ISD	57905229	WINNETKA EL SCHOOL	10	57	DALLAS	E	PK - 05	A	50.9966	3.9786	24.5002	56248	74135	53026
57905	DALLAS ISD	57905230	HARRY C WITHERS EL	10	57	DALLAS	E	EE - 05	R	27.1358	3.9786	5.9998	60847	84644	54490
57905	DALLAS ISD	57905232	EDNA ROWE ELEMENTARY SCHOOL	10	57	DALLAS	E	PK - 05	R	44.5689	5.4786	12.9996	65940	77425	53463
57905	DALLAS ISD	57905233	NATHAN ADAMS ELEMENTARY SCHOOL	10	57	DALLAS	E	PK - 05	R	31.0756	3.9786	6	54826	90055	60871
57905	DALLAS ISD	57905234	HENRY B GONZALEZ EL	10	57	DALLAS	E	PK - 05	R	43.9988	3.9786	11.9996	62348	76435	53585
57905	DALLAS ISD	57905235	BIRDIE ALEXANDER EL	10	57	DALLAS	E	PK - 05	A	30.9568	3.2286	7.2513	69095	84644	58782
57905	DALLAS ISD	57905236	NANCY J COCHRAN EL	10	57	DALLAS	E	EE - 06	A	46.6519	3.9786	21.9996	57070	84644	52144
57905	DALLAS ISD	57905237	JOHN W RUNYON EL	10	57	DALLAS	E	EE - 05	A	45.8355	5.9679	18.3348	55095	78099	52696
57905	DALLAS ISD	57905239	ARTURO SALAZAR EL	10	57	DALLAS	E	EE - 06	A	48.4989	5.9572	17.9999	56777	98847	51515
57905	DALLAS ISD	57905240	FRANK GUZICK EL	10	57	DALLAS	E	EE - 05	A	42.0022	4.9786	19.0011	57822	74135	54760
57905	DALLAS ISD	57905241	ELEMENTARY DISCIPLINARY ALTERNATI	10	57	DALLAS	E	KG - 06	X	11	0.9893	0	68661	90055	61784
57905	DALLAS ISD	57905249	ERASMO SEGUIN COMMUNITY LEARNING	10	57	DALLAS	E	PK - 03	R	33.499	2.8302	9.5	59026	87262	55629
57905	DALLAS ISD	57905250	WHITNEY M YOUNG JR EL	10	57	DALLAS	E	PK - 05	A	32.8914	2.3302	12.001	78861	84644	55689
57905	DALLAS ISD	57905260	LORENZO DE ZAVALA ELEMENTARY SCHOO	10	57	DALLAS	E	PK - 05	A	28.502	3.9786	12.0013	53821	90055	52158
57905	DALLAS ISD	57905263	J P STARKS ELEMENTARY SCHOOL	10	57	DALLAS	E	PK - 05	R	26.4988	1.9786	8.5	59555	87261	58481
57905	DALLAS ISD	57905264	RONALD E MCNAIR ELEMENTARY SCHOOL	10	57	DALLAS	E	PK - 05	E	44.775	3.9786	7.7144	57159	84182	57754
57905	DALLAS ISD	57905265	ELADIO R MARTINEZ LEARNING CENTER	10	57	DALLAS	E	PK - 05	R	34.5012	2.9786	6.9999	60339	90367	57900
57905	DALLAS ISD	57905266	FREDERICK DOUGLASS EL	10	57	DALLAS	E	EE - 06	R	42.9984	3.9679	12.9986	57473	98847	55246
57905	DALLAS ISD	57905268	JOHN F KENNEDY LEARNING CENTER	10	57	DALLAS	E	PK - 05	A	39.498	4.4733	5.9992	56355	75917	56789
57905	DALLAS ISD	57905269	ONESIMO HERNANDEZ EL	10	57	DALLAS	E	PK - 05	R	28.9988	3.4786	7.0001	63296	84644	53013
57905	DALLAS ISD	57905270	EDUARDO MATA EL SCHOOL	10	57	DALLAS	E	04 - 05	A	17.0378	1.9893	3.2866	54950	84644	60565
57905	DALLAS ISD	57905271	JULIAN T SALDIVAR ELEMENTARY SCHOO	10	57	DALLAS	E	PK - 05	A	49.4963	7.9526	24.4988	61425	79607	52028
57905	DALLAS ISD	57905272	MARIA MORENO ELEMENTARY SCHOOL	10	57	DALLAS	E	PK - 06	A	40.4992	6.0802	11.0001	70574	79090	54334
57905	DALLAS ISD	57905273	PLEASANT GROVE ELEMENTARY SCHOOL	10	57	DALLAS	E	PK - 05	A	41.4718	3.8302	10.0013	65526	75444	54981
57905	DALLAS ISD	57905274	MARY MCLEOD BETHUNE EL SCHOOL	10	57	DALLAS	E	PK - 06	A	57.1535	4.9679	21.9999	52514	74135	53584
57905	DALLAS ISD	57905275	LOUISE WOLFF KAHN ELEMENTARY SCHOO	10	57	DALLAS	E	PK - 06	R	42.0023	5.4679	17.5007	56086	74130	53747
57905	DALLAS ISD	57905276	GILBERT CUELLAR SR ELEMENTARY SCHO	10	57	DALLAS	E	EE - 06	A	52.5029	3.9786	13.9999	59491	74135	54660
57905	DALLAS ISD	57905277	THOMAS TOLBERT EL	10	57	DALLAS	E	PK - 06	A	31.5049	2.9786	5	63799	84948	59006
57905	DALLAS ISD	57905278	LEONIDES GONZALEZ CIGARROA MD EL	10	57	DALLAS	E	PK - 05	A	37.4982	4.8195	11.9997	68121	73765	52741
57905	DALLAS ISD	57905279	JERRY R JUNKINS EL	10	57	DALLAS	E	EE - 05	R	45.9935	4.9786	11.9983	58066	86289	53171
57905	DALLAS ISD	57905280	ANNE FRANK ELEMENTARY SCHOOL	10	57	DALLAS	E	PK - 05	R	71.7668	11.6965	18.8195	56887	72988	54734
57905	DALLAS ISD	57905281	CESAR CHAVEZ LEARNING CENTER	10	57	DALLAS	E	EE - 05	A	41.2004	5.3142	8.9997	65827	77893	57375
57905	DALLAS ISD	57905283	ESPERANZA  MEDRANO EL	10	57	DALLAS	E	EE - 05	A	42.5048	2.8302	20.0015	59599	77238	53150
57905	DALLAS ISD	57905284	HIGHLAND MEADOWS EL	10	57	DALLAS	E	EE - 05	A	48.4997	2.4893	13.9995	79825	84644	55486
57905	DALLAS ISD	57905286	LEE A MCSHAN JR EL	10	57	DALLAS	E	EE - 05	L	38.7703	5.3249	11.0014	82439	82434	53760
57905	DALLAS ISD	57905287	CELESTINO MAURICIO SOTO JR EL	10	57	DALLAS	E	PK - 06	R	44.6054	4.4626	20.9991	65391	84644	51589
57905	DALLAS ISD	57905288	ROSEMONT PRI SCHOOL-CHRIS V SEMOS	10	57	DALLAS	E	EE - 02	R	38.1256	1.9894	8.1256	58701	72313	56772
57905	DALLAS ISD	57905289	FELIX G BOTELLO ELEMENTARY SCHOOL	10	57	DALLAS	E	PK - 05	R	29.5037	4.9786	11.0033	54482	84644	53795
57905	DALLAS ISD	57905356	IRMA RANGEL YOUNG WOMENS LEADERSHI	10	57	DALLAS	M	06 - 08	E	19.4667	0	8.7052	.	.	51958
57905	DALLAS ISD	57905389	JOHN LESLIE PATTON JR ACADEMIC CEN	10	57	DALLAS	S	09 - 12	2	13.9995	2.9786	1.0001	60852	85426	53280
57906	DESOTO ISD	57906001	DESOTO H S	10	57	DALLAS	S	09 - 12	A	148.396	12.3429	56.9182	55262	71929	52080
57906	DESOTO ISD	57906002	D H S FRESHMAN CAMPUS	10	57	DALLAS	S	09 - 09	A	57.4188	4.3429	20.0787	62211	66451	49313
57906	DESOTO ISD	57906007	P A S S LEARNING CENTER	10	57	DALLAS	S	07 - 10	X	.	.	.	.	.	.
57906	DESOTO ISD	57906041	DESOTO EAST MIDDLE SCHOOL	10	57	DALLAS	M	06 - 08	A	50.6787	4	33.3652	54641	76354	46755
57906	DESOTO ISD	57906042	DESOTO WEST MIDDLE SCHOOL	10	57	DALLAS	M	06 - 08	A	52.4658	4	24.0041	54644	71383	48958
57906	DESOTO ISD	57906043	CURTISTENE S MCCOWAN MIDDLE	10	57	DALLAS	M	06 - 08	A	60.9973	5	22.9997	57759	75314	49825
57906	DESOTO ISD	57906102	RUBY YOUNG EL	10	57	DALLAS	E	PK - 05	R	35.2172	3	8.5005	57577	65913	53117
57906	DESOTO ISD	57906103	NORTHSIDE EL	10	57	DALLAS	E	EE - 05	R	35.5002	4	10.5	48799	68333	49300
57906	DESOTO ISD	57906104	AMBER TERRACE EL	10	57	DALLAS	E	EE - 05	R	40.9201	3	19.4204	46603	72270	47584
57906	DESOTO ISD	57906106	THE MEADOWS ELEMENTARY	10	57	DALLAS	E	PK - 05	R	34.9984	4	13.9998	55675	71020	48523
57906	DESOTO ISD	57906107	COCKRELL HILL EL	10	57	DALLAS	E	PK - 05	E	39.3587	3	21.001	49584	66877	48353
57906	DESOTO ISD	57906108	FRANK D MOATES EL	10	57	DALLAS	E	PK - 05	R	40.6854	4	7.5002	55133	69836	51227
57906	DESOTO ISD	57906109	WOODRIDGE EL	10	57	DALLAS	E	PK - 05	R	40.9945	4	13	55120	68709	49744
57907	DUNCANVILLE ISD	57907001	DUNCANVILLE H S	10	57	DALLAS	S	09 - 12	A	237.8637	23.4761	50.0002	62091	76547	51050
57907	DUNCANVILLE ISD	57907004	MARY E SMITHEY PACE LEARNING CENTE	10	57	DALLAS	S	10 - 12	1	11.3693	2.1666	0	60280	89696	52921
57907	DUNCANVILLE ISD	57907007	P A S S LEARNING CTR	10	57	DALLAS	S	07 - 12	X	0	1.1666	0	51683	.	.
57907	DUNCANVILLE ISD	57907041	J HERMAN REED MIDDLE	10	57	DALLAS	M	07 - 08	A	33.8033	5.6244	10.5795	56490	85943	46795
57907	DUNCANVILLE ISD	57907042	WILLIAM H BYRD MIDDLE SCHOOL	10	57	DALLAS	M	07 - 08	A	46.0586	6.5152	15.3087	58255	79697	48430
57907	DUNCANVILLE ISD	57907043	G W KENNEMER MIDDLE	10	57	DALLAS	M	07 - 08	R	41.7123	6.4996	18.8235	58123	79443	48364
57907	DUNCANVILLE ISD	57907101	CENTRAL EL	10	57	DALLAS	E	EE - 04	R	29.0307	7.0756	6.9982	57858	65775	49959
57907	DUNCANVILLE ISD	57907102	FAIRMEADOWS EL	10	57	DALLAS	E	PK - 04	R	33.9976	5.6684	8.9984	54347	66621	48445
57907	DUNCANVILLE ISD	57907103	MERRIFIELD ELEMENTARY	10	57	DALLAS	E	EE - 04	A	31.0648	5.1424	11.9984	55007	77117	47689
57907	DUNCANVILLE ISD	57907104	WILLIAM LEE HASTINGS EL	10	57	DALLAS	E	PK - 04	A	31.2631	5.5948	14.8174	51394	67041	47893
57907	DUNCANVILLE ISD	57907105	S GUS ALEXANDER JR ELEMENTARY	10	57	DALLAS	E	KG - 04	A	32.0421	5.9195	9.9988	55153	66514	50216
57907	DUNCANVILLE ISD	57907106	CLINT Q SMITH EL	10	57	DALLAS	E	KG - 04	R	25.9963	4.1264	4.9994	57908	65937	54309
57907	DUNCANVILLE ISD	57907107	CHARLES ACTON EL	10	57	DALLAS	E	PK - 04	A	28.4569	4.99	4.9997	56142	65850	50053
57907	DUNCANVILLE ISD	57907108	H BOB DANIEL SR INT	10	57	DALLAS	M	05 - 06	R	39.5414	4.8182	13.3756	56230	76335	49023
57907	DUNCANVILLE ISD	57907109	GLENN C HARDIN INTERMEDIATE	10	57	DALLAS	M	05 - 06	R	33.823	5.0455	14.4222	59485	76686	49152
57907	DUNCANVILLE ISD	57907110	GRACE R BRANDENBURG INT	10	57	DALLAS	M	05 - 06	R	33.2606	5.4263	6.7495	60063	70342	49828
57907	DUNCANVILLE ISD	57907111	CJ & ANNE HYMAN EL	10	57	DALLAS	E	PK - 04	R	30.2262	5.571	7.2292	54394	67606	48829
57907	DUNCANVILLE ISD	57907112	JAMES R BILHARTZ JR EL	10	57	DALLAS	E	EE - 04	R	36.0129	6.9628	18.9972	56506	79593	46921
57909	GARLAND ISD	57909002	GARLAND H S	10	57	DALLAS	S	09 - 12	A	172.1138	19.6907	42.4743	64048	74479	52562
57909	GARLAND ISD	57909003	S GARLAND H S	10	57	DALLAS	S	09 - 12	L	144.4301	20.4662	59.3195	61356	75546	52654
57909	GARLAND ISD	57909004	N GARLAND H S	10	57	DALLAS	S	09 - 12	R	144.6965	20.5861	40.739	63709	73210	51899
57909	GARLAND ISD	57909005	LAKEVIEW CENTENNIAL H S	10	57	DALLAS	S	09 - 12	A	154.6039	17.6044	53.4984	62364	73112	52192
57909	GARLAND ISD	57909006	GISD EVENING SCH	10	57	DALLAS	S	09 - 12	1	34.9772	2.5584	11.6725	64543	78295	52373
57909	GARLAND ISD	57909007	P A S S LEARNING CTR	10	57	DALLAS	S	07 - 12	X	.	.	.	.	.	.
57909	GARLAND ISD	57909008	NAAMAN FOREST H S	10	57	DALLAS	S	09 - 12	A	160.0057	16.9122	48.9139	61826	74613	51962
57909	GARLAND ISD	57909009	ROWLETT H S	10	57	DALLAS	S	09 - 12	R	157.6528	16.7837	51.0007	61971	76579	51585
57909	GARLAND ISD	57909010	SACHSE H S	10	57	DALLAS	S	09 - 12	R	154.137	18.9616	54.1332	62076	73327	51227
57909	GARLAND ISD	57909041	AUSTIN ACAD FOR EXCELL	10	57	DALLAS	M	06 - 08	R	55.0495	6.8633	15.0279	59783	86830	50618
57909	GARLAND ISD	57909042	BUSSEY MIDDLE	10	57	DALLAS	M	06 - 08	A	58.8541	6.9616	16.8928	61055	89321	49978
57909	GARLAND ISD	57909043	SAM HOUSTON MIDDLE	10	57	DALLAS	M	06 - 08	R	59.8661	7.2758	28.9994	62080	83239	49462
57909	GARLAND ISD	57909044	MEMORIAL PATHWAY ACADEMY	10	57	DALLAS	M	08 - 08	2	8.4855	3.0067	0.3285	58480	69654	51010
57909	GARLAND ISD	57909045	JACKSON TECHNOLOGY CENTER	10	57	DALLAS	M	06 - 08	A	66.2467	7.2796	12.2964	61250	85264	50513
57909	GARLAND ISD	57909046	O'BANION MIDDLE	10	57	DALLAS	M	06 - 08	A	72.3108	8.0285	23.8187	58729	85273	49663
57909	GARLAND ISD	57909047	CLASSICAL CTR AT BRANDENBURG MS	10	57	DALLAS	M	06 - 08	R	63.7342	5.5704	20.0296	60590	84707	49934
57909	GARLAND ISD	57909048	SELLERS MIDDLE	10	57	DALLAS	M	06 - 08	A	56.5773	6.9753	15.9991	59490	82451	49412
57909	GARLAND ISD	57909049	WEBB MIDDLE	10	57	DALLAS	M	06 - 08	A	73.2581	8.6433	28.2422	60117	85408	50404
57909	GARLAND ISD	57909050	COYLE MIDDLE	10	57	DALLAS	M	06 - 08	A	69.3597	7.1121	20.0003	58860	83573	49962
57909	GARLAND ISD	57909051	LYLES MIDDLE	10	57	DALLAS	M	06 - 08	A	70.9328	10.629	44.0016	61213	75064	48246
57909	GARLAND ISD	57909052	B G HUDSON MIDDLE	10	57	DALLAS	M	06 - 08	A	72.3325	6.8468	22.1398	61301	83241	49305
57909	GARLAND ISD	57909053	GISD ALTERNATIVE SCHOOL	10	57	DALLAS	B	03 - 12	X	25.5044	3.4868	6.0002	62474	85894	54742
57909	GARLAND ISD	57909054	VERNON SCHRADE MIDDLE	10	57	DALLAS	M	06 - 08	A	71.0954	8.7686	16.9993	60660	86049	50454
57909	GARLAND ISD	57909101	BEAVER TECHNOLOGY CENTER	10	57	DALLAS	E	KG - 05	E	31.5611	6.1667	10.9997	54909	76301	51075
57909	GARLAND ISD	57909102	BULLOCK EL	10	57	DALLAS	E	PK - 05	R	34.0676	5.7361	2.3373	57512	84468	50727
57909	GARLAND ISD	57909103	CALDWELL EL	10	57	DALLAS	E	KG - 05	R	29.7997	5.2788	12.0016	55540	76922	48435
57909	GARLAND ISD	57909105	CENTERVILLE EL	10	57	DALLAS	E	KG - 05	R	26.4381	4.2766	12.9995	57400	80505	50249
57909	GARLAND ISD	57909107	COOPER EL	10	57	DALLAS	E	KG - 05	E	39.9183	4.7272	8.507	56578	81326	50914
57909	GARLAND ISD	57909108	DAUGHERTY EL	10	57	DALLAS	E	KG - 05	R	25.8923	5.4058	12.0003	57280	80825	49895
57909	GARLAND ISD	57909109	FREEMAN EL	10	57	DALLAS	E	EE - 05	R	24.3217	6.1208	12.0012	55459	78380	48799
57909	GARLAND ISD	57909110	HANDLEY EL	10	57	DALLAS	E	KG - 05	A	42.0254	6.4691	18.0012	55657	78708	48674
57909	GARLAND ISD	57909111	KIMBERLIN ACAD FOR EXCEL	10	57	DALLAS	E	KG - 05	E	32.6164	4.1066	4.428	56596	91354	51453
57909	GARLAND ISD	57909112	PARK CREST EL	10	57	DALLAS	E	PK - 05	R	33.1445	6.1731	7.2454	57050	84084	50593
57909	GARLAND ISD	57909113	SOUTHGATE EL	10	57	DALLAS	E	EE - 05	R	31.4742	4.526	7	56495	80496	50379
57909	GARLAND ISD	57909115	WATSON TECHNOLOGY CENTER	10	57	DALLAS	E	PK - 05	R	32.702	5.6267	9.0011	55801	83596	49561
57909	GARLAND ISD	57909116	WEAVER EL	10	57	DALLAS	E	EE - 05	R	33.6332	6.5292	6.0004	56619	81291	52191
57909	GARLAND ISD	57909117	WILLIAMS EL	10	57	DALLAS	E	KG - 05	R	24.3205	4.6962	7.0009	59595	84868	50342
57909	GARLAND ISD	57909119	BRADFIELD EL	10	57	DALLAS	E	PK - 05	R	32.1607	5.2786	9.692	55099	79197	50185
57909	GARLAND ISD	57909120	SHOREHAVEN EL	10	57	DALLAS	E	EE - 05	R	32.4282	5.4334	10.0008	56484	79380	48481
57909	GARLAND ISD	57909121	MONTCLAIR EL	10	57	DALLAS	E	KG - 05	E	28.5394	4.7533	7.0014	57303	78702	50412
57909	GARLAND ISD	57909122	WALNUT GLEN ACAD FOR EXCEL	10	57	DALLAS	E	PK - 05	E	31.1291	4.2231	4.2856	57336	81966	53401
57909	GARLAND ISD	57909123	GOLDEN MEADOWS EL	10	57	DALLAS	E	KG - 05	R	37.6156	5.3267	8.0012	59195	80177	49186
57909	GARLAND ISD	57909124	HEATHER GLEN EL	10	57	DALLAS	E	KG - 05	R	38.3064	5.2399	5.0005	57632	83727	50450
57909	GARLAND ISD	57909125	HILLSIDE ACAD FOR EXCEL	10	57	DALLAS	E	KG - 05	E	30.4353	3.7013	9.2857	56438	80825	50938
57909	GARLAND ISD	57909126	DAVIS EL	10	57	DALLAS	E	EE - 05	E	46.8956	4.6795	23.1218	56073	78708	49156
57909	GARLAND ISD	57909127	ROACH EL	10	57	DALLAS	E	KG - 05	E	33.3463	4.1212	11.9951	57215	82437	49592
57909	GARLAND ISD	57909128	ETHRIDGE EL	10	57	DALLAS	E	KG - 05	R	45.8756	6.5933	16.0535	56753	78551	49536
57909	GARLAND ISD	57909129	CLASSICAL CENTER AT VIAL EL	10	57	DALLAS	E	KG - 05	R	40.3772	4.9398	15.0008	56373	81921	49965
57909	GARLAND ISD	57909132	CLUB HILL EL	10	57	DALLAS	E	PK - 05	E	33.4568	5.6021	3.4383	57207	84702	51757
57909	GARLAND ISD	57909133	HICKMAN EL	10	57	DALLAS	E	PK - 05	R	39.1296	5.9521	9.0006	54753	77574	50842
57909	GARLAND ISD	57909134	NORTHLAKE EL	10	57	DALLAS	E	KG - 05	E	42.9167	6.2157	9.0003	57312	81493	50318
57909	GARLAND ISD	57909135	COOP BEHAVIORAL CTR	10	57	DALLAS	B	01 - 12	X	13.7881	1.5355	1.0146	59198	89053	49592
57909	GARLAND ISD	57909136	TOLER EL	10	57	DALLAS	E	PK - 05	R	43.9003	6.5987	16.8538	55835	79193	49954
57909	GARLAND ISD	57909137	ROWLETT EL	10	57	DALLAS	E	KG - 05	E	38.973	4.4205	3.6098	57685	81138	50491
57909	GARLAND ISD	57909138	SPRING CREEK EL	10	57	DALLAS	E	KG - 05	R	40.0568	5.4267	9.0007	55774	80499	50315
57909	GARLAND ISD	57909139	LUNA EL	10	57	DALLAS	E	KG - 05	R	32.7673	4.3887	12.0001	52143	77573	51537
57909	GARLAND ISD	57909140	BACK EL	10	57	DALLAS	E	PK - 05	R	34.0864	4.5494	5.3307	57021	81140	50888
57909	GARLAND ISD	57909141	SHUGART EL	10	57	DALLAS	E	PK - 05	R	34.366	4.8125	12.0011	54984	78030	49481
57909	GARLAND ISD	57909142	HERFURTH EL	10	57	DALLAS	E	KG - 05	R	32.7619	5.4705	5.7303	56538	80983	50061
57909	GARLAND ISD	57909143	ABBETT EL	10	57	DALLAS	E	KG - 05	E	41.7808	4.6033	12.9998	56597	82936	50787
57909	GARLAND ISD	57909144	KEELEY EL	10	57	DALLAS	E	KG - 05	E	42.7389	4.253	2.2645	54237	87117	52403
57909	GARLAND ISD	57909145	ROBERT B SEWELL EL	10	57	DALLAS	E	KG - 05	E	38.7445	6.1992	3.0004	59675	84531	54890
57909	GARLAND ISD	57909146	KATHERINE STEPHENS EL	10	57	DALLAS	E	KG - 05	R	36.722	5.6805	11.5649	58012	86582	48850
57909	GARLAND ISD	57909147	VERNAL LISTER EL	10	57	DALLAS	E	KG - 05	R	45.7311	4.9672	12.0006	55839	82424	49776
57909	GARLAND ISD	57909148	NORMA DORSEY EL	10	57	DALLAS	E	KG - 05	E	38.7313	4.8509	12.0006	56716	83408	49265
57909	GARLAND ISD	57909154	STEADHAM EL	10	57	DALLAS	E	KG - 05	E	35.3544	4.6862	9.8728	56107	82904	49080
57909	GARLAND ISD	57909155	JOHN W ARMSTRONG ELEMENTARY	10	57	DALLAS	E	EE - 05	E	45.0845	6.7822	12.0008	58489	81638	49152
57909	GARLAND ISD	57909156	NITA PEARSON ELEMENTARY	10	57	DALLAS	E	EE - 05	R	42.5277	5.7939	19.8204	54877	82428	48387
57909	GARLAND ISD	57909157	GLEN COUCH EL	10	57	DALLAS	E	EE - 05	R	41.8506	4.7934	13.1065	54727	79194	48441
57909	GARLAND ISD	57909158	LIBERTY GROVE ELEMENTARY	10	57	DALLAS	E	EE - 05	A	37.1238	5.073	17.0001	55598	82760	48717
57909	GARLAND ISD	57909159	GEORGE WASHINGTON CARVER ELEMENTAR	10	57	DALLAS	E	EE - 05	R	38.1509	7.62	11.4402	56841	69032	48602
57909	GARLAND ISD	57909180	CISNEROS PRE-K CTR	10	57	DALLAS	E	EE - PK	X	20.0592	4.9279	7.9999	55539	80490	47530
57909	GARLAND ISD	57909181	PARSONS PRE-K CTR	10	57	DALLAS	E	EE - PK	X	17.0741	6.6292	6.0741	55697	80845	48132
57910	GRAND PRAIRIE ISD	57910002	GRAND PRAIRIE H S	10	57	DALLAS	S	09 - 12	L	131.0759	10.921	53.2935	59978	71524	51854
57910	GRAND PRAIRIE ISD	57910003	SO GRAND PRAIRIE H S	10	57	DALLAS	S	09 - 12	A	139.53	16.8571	47.2576	56663	75177	52514
57910	GRAND PRAIRIE ISD	57910004	LAMAR ALTERNATIVE EDUCATION PROGRA	10	57	DALLAS	B	06 - 12	X	22.3315	0.5	8.9999	49257	84000	51385
57910	GRAND PRAIRIE ISD	57910005	GRAND PRAIRIE HIGH 9TH GRADE CTR	10	57	DALLAS	S	09 - 09	L	50.1178	6.381	22.5809	55876	78336	51261
57910	GRAND PRAIRIE ISD	57910006	SOUTH GRAND PRAIRIE HIGH 9TH GRADE	10	57	DALLAS	S	09 - 10	A	54.2607	7	21.4537	63698	70550	50624
57910	GRAND PRAIRIE ISD	57910007	P A S S LEARNING CTR	10	57	DALLAS	S	07 - 11	X	.	.	.	.	.	.
