DISTRICT	DISTRICTNAME	CAMPUS	CAMPUSNAME	REGION	COUNTY	COUNTYNAME	TYPE	GRADES	RATING	HOURS11	HOURS12	HOURS13	ITEMS1	ITEMS2	ITEMS3
108911	SHARYLAND ISD	108911001	SHARYLAND H S	1	108	HIDALGO	S	09 - 12	R	160.3619	18	38.8437	61104	75217	53284
108911	SHARYLAND ISD	108911003	HIDALGO COUNTY J J A E P	1	108	HIDALGO	S	11 - 11	X	.	.	.	.	.	.
108911	SHARYLAND ISD	108911004	SHARYLAND ALTERNATIVE EDUCATION SC	1	108	HIDALGO	S	07 - 12	X	5.5113	0	0.8835	.	70941	52881
108911	SHARYLAND ISD	108911006	BETO HOUSE	1	108	HIDALGO	S	09 - 11	1	2	0	0	.	.	56481
108911	SHARYLAND ISD	108911041	B L GRAY J H	1	108	HIDALGO	M	07 - 08	R	52.2922	6.0238	19.4375	57899	72739	48433
108911	SHARYLAND ISD	108911042	SHARYLAND NORTH J H	1	108	HIDALGO	M	07 - 08	R	51.8431	5.0092	22.4942	59286	73923	49503
108911	SHARYLAND ISD	108911101	JOHN H SHARY EL	1	108	HIDALGO	E	PK - 06	E	40.4826	5	13.0016	51488	67011	48973
108911	SHARYLAND ISD	108911102	OLIVERO GARZA SR EL	1	108	HIDALGO	E	EE - 06	R	35.0317	6.5768	9.0117	52925	71751	48341
108911	SHARYLAND ISD	108911103	JESSIE L JENSEN EL	1	108	HIDALGO	E	PK - 06	R	38.6758	7	16.4957	55679	76048	47404
108911	SHARYLAND ISD	108911104	ROMULO D MARTINEZ EL	1	108	HIDALGO	E	PK - 06	R	43.6424	6.5	23.0007	53053	68339	45869
108911	SHARYLAND ISD	108911105	RUBEN HINOJOSA EL	1	108	HIDALGO	E	PK - 06	E	31.4156	5	7.218	52828	66905	49615
108911	SHARYLAND ISD	108911106	EL AEP	1	108	HIDALGO	E	01 - 03	X	1	0	0	.	.	50501
108911	SHARYLAND ISD	108911107	LLOYD & DOLLY BENTSEN EL	1	108	HIDALGO	E	EE - 06	E	35.724	6.5	7.9999	54239	71020	48298
108911	SHARYLAND ISD	108911108	HARRY SHIMOTSU EL	1	108	HIDALGO	E	PK - 06	E	34.592	7	9.1979	55902	70079	47564
108911	SHARYLAND ISD	108911109	DONNA WERNECKE EL	1	108	HIDALGO	E	PK - 06	R	36.6064	6.1167	16.0019	57498	70799	46381
108912	LA JOYA ISD	108912001	LA JOYA H S	1	108	HIDALGO	S	09 - 12	A	159.2404	21.4896	36.4059	57164	69400	52604
108912	LA JOYA ISD	108912004	JUAREZ-LINCOLN H S	1	108	HIDALGO	S	09 - 12	A	150.9088	21.5489	46.4038	53887	71671	48399
108912	LA JOYA ISD	108912005	HOPE ACADEMY	1	108	HIDALGO	B	01 - 12	X	14.9999	2	8.0003	58970	75931	45564
108912	LA JOYA ISD	108912006	J J A E P	1	108	HIDALGO	S	07 - 12	X	.	.	.	.	.	.
108912	LA JOYA ISD	108912007	LA JOYA PALMVIEW H S	1	108	HIDALGO	S	09 - 12	R	165.9422	23.4805	56.5059	57701	64008	48687
108912	LA JOYA ISD	108912008	COLLEGE TRANSITION ACADEMY	1	108	HIDALGO	S	09 - 09	E	7.1785	1	2.0004	73619	89333	47757
108912	LA JOYA ISD	108912041	LORENZO DE ZAVALA MIDDLE	1	108	HIDALGO	M	06 - 08	A	56.2827	10.7413	21.9744	55567	63360	47955
108912	LA JOYA ISD	108912042	CESAR CHAVEZ MIDDLE	1	108	HIDALGO	M	06 - 08	A	62.1924	6.8285	21.8778	57985	66547	48948
108912	LA JOYA ISD	108912043	DR JAVIER SAENZ MIDDLE	1	108	HIDALGO	M	06 - 08	A	49.3419	9.7348	18.3325	52690	65724	48447
108912	LA JOYA ISD	108912044	MEMORIAL MIDDLE	1	108	HIDALGO	M	06 - 08	R	55.3397	9.4403	12.1998	53441	66206	51419
108912	LA JOYA ISD	108912045	ANN RICHARDS MIDDLE	1	108	HIDALGO	M	06 - 08	R	62.5629	9.1886	18.412	55449	67880	48619
108912	LA JOYA ISD	108912046	IRENE M GARCIA MIDDLE	1	108	HIDALGO	M	06 - 08	A	61.6164	9.7387	14.8822	54465	67643	50041
108912	LA JOYA ISD	108912048	JUAN DE DIOS SALINAS MIDDLE	1	108	HIDALGO	M	06 - 08	A	63.4307	7.4446	22.0001	51758	73460	47639
108912	LA JOYA ISD	108912049	DOMINGO TREVINO MIDDLE	1	108	HIDALGO	M	06 - 08	A	49.3659	8.3808	16.6833	50470	67151	48747
108912	LA JOYA ISD	108912102	JOHN F KENNEDY EL	1	108	HIDALGO	E	EE - 05	R	48.8578	5.3333	11.3909	59011	66302	51927
108912	LA JOYA ISD	108912104	GUILLERMO FLORES EL	1	108	HIDALGO	E	PK - 05	R	42.3011	4.5	9.2272	57009	66311	48630
108912	LA JOYA ISD	108912105	ROSENDO BENAVIDES EL	1	108	HIDALGO	E	PK - 05	R	33.0449	3.1935	11.0452	50961	72399	47124
108912	LA JOYA ISD	108912106	LEO J LEO EL	1	108	HIDALGO	E	EE - 05	A	45.7649	4.7817	18.0305	53230	60537	50558
108912	LA JOYA ISD	108912107	ELIGIO KIKA DE LA GARZA EL	1	108	HIDALGO	E	PK - 05	R	42.913	3.9637	11	59558	67475	48167
108912	LA JOYA ISD	108912108	E B REYNA EL	1	108	HIDALGO	E	EE - 05	R	48.86	5.6768	20.8601	56061	63056	50234
108912	LA JOYA ISD	108912109	ELODIA R CHAPA EL	1	108	HIDALGO	E	PK - 05	R	41.487	4.3333	17.24	56507	67048	47732
108912	LA JOYA ISD	108912110	JOSE DE ESCANDON EL	1	108	HIDALGO	E	EE - 05	R	48.6402	4.2083	11.3117	57747	66338	50325
108912	LA JOYA ISD	108912111	DIAZ-VILLARREAL EL	1	108	HIDALGO	E	PK - 05	R	44.6781	5.4213	5.0401	54872	63389	51098
108912	LA JOYA ISD	108912112	NARCISO CAVAZOS	1	108	HIDALGO	E	PK - 05	R	39.6232	3.7938	3.04	53433	70419	50872
108912	LA JOYA ISD	108912113	TABASCO EL	1	108	HIDALGO	E	PK - 05	A	44.9935	5.3226	17.0606	52645	69847	47524
108912	LA JOYA ISD	108912114	PATRICIO PEREZ EL	1	108	HIDALGO	E	PK - 05	R	46.0182	5	23.0388	55518	65521	48089
108912	LA JOYA ISD	108912115	HENRY B GONZALEZ EL	1	108	HIDALGO	E	EE - 05	R	44.0588	4.2221	16.9999	49865	66558	47171
108912	LA JOYA ISD	108912116	LLOYD M BENTSEN EL	1	108	HIDALGO	E	PK - 05	R	45.6244	5.019	22.6236	56193	72282	47194
108912	LA JOYA ISD	108912117	SAM FORDYCE EL	1	108	HIDALGO	E	PK - 05	R	35.9992	2.4839	10.9306	52466	68167	49307
108912	LA JOYA ISD	108912118	EMILIANO ZAPATA EL	1	108	HIDALGO	E	PK - 05	A	50.274	4.7852	15.9832	55382	67066	46710
108912	LA JOYA ISD	108912120	JUAN SEGUIN EL	1	108	HIDALGO	E	PK - 05	A	45.0666	4.6667	14.0682	52402	64299	48193
108912	LA JOYA ISD	108912121	ENRIQUE KIKI CAMARENA EL	1	108	HIDALGO	E	PK - 05	R	48.1687	5.0833	18.9999	53992	69072	47496
108912	LA JOYA ISD	108912122	DR AMERICO PAREDES EL	1	108	HIDALGO	E	PK - 05	A	44.0634	4.4977	13.0001	55539	59378	47278
108912	LA JOYA ISD	108912123	WILLIAM J CLINTON EL	1	108	HIDALGO	E	PK - 05	R	44.2663	5.4063	28.2673	53193	59209	45459
108912	LA JOYA ISD	108912124	CORINA PENA EL	1	108	HIDALGO	E	PK - 05	A	34.7624	3.9471	21.9999	49408	62617	47000
108912	LA JOYA ISD	108912126	EVANGELINA GARZA EL	1	108	HIDALGO	E	PK - 05	A	44.7686	5.4263	26.7648	48884	60918	46024
108912	LA JOYA ISD	108912127	DR MARIA PALMIRA MENDIOLA EL	1	108	HIDALGO	E	EE - 05	A	44.3146	5.4305	19.0206	58070	63715	45718
108913	WESLACO ISD	108913001	WESLACO H S	1	108	HIDALGO	S	09 - 12	A	151.3279	18.525	37.1418	60736	81650	53589
108913	WESLACO ISD	108913002	GUIDANCE CENTER	1	108	HIDALGO	S	07 - 11	X	5	1.5	2	50999	90424	50564
108913	WESLACO ISD	108913003	SOUTH PALM GARDENS H S	1	108	HIDALGO	S	09 - 12	1	10.2549	1.5	3.1879	56532	81201	48673
108913	WESLACO ISD	108913005	HIDALGO CO J J A E P	1	108	HIDALGO	S	09 - 11	X	.	.	.	.	.	.
108913	WESLACO ISD	108913006	WESLACO EAST H S	1	108	HIDALGO	S	09 - 12	A	129.7554	18.2562	21.8387	65245	79228	52833
108913	WESLACO ISD	108913007	HIDALGO COUNTY BOOT CAMP	1	108	HIDALGO	S	08 - 10	X	1.0978	0	0	.	47300	48527
108913	WESLACO ISD	108913041	MARY HOGE MIDDLE	1	108	HIDALGO	M	06 - 08	R	60.1989	8.5	19.4476	60310	82043	50568
108913	WESLACO ISD	108913042	ARMANDO CUELLAR MIDDLE SCHOOL	1	108	HIDALGO	M	06 - 08	R	47.9774	7.5	11.2153	65827	87617	51590
108913	WESLACO ISD	108913043	CENTRAL MIDDLE	1	108	HIDALGO	M	06 - 08	R	59.4843	8.2042	18.9419	55724	76916	51281
108913	WESLACO ISD	108913044	BEATRIZ G GARZA MIDDLE	1	108	HIDALGO	M	06 - 08	R	64.1621	8.4786	13.0005	63218	76276	51002
108913	WESLACO ISD	108913102	F D ROOSEVELT ELEMENTARY	1	108	HIDALGO	E	PK - 05	R	41.0008	6	5.0002	55628	73989	49705
108913	WESLACO ISD	108913103	PFC MARIO YBARRA EL	1	108	HIDALGO	E	PK - 05	E	43.9997	5.7958	15.9993	60684	69883	49090
108913	WESLACO ISD	108913104	RODOLFO RUDY SILVA JR EL	1	108	HIDALGO	E	PK - 05	R	54.2955	5.5	5.9995	55572	70523	51543
108913	WESLACO ISD	108913106	RAUL A GONZALEZ JR EL	1	108	HIDALGO	E	PK - 05	R	52.9826	7	11.0005	56331	73414	51789
108913	WESLACO ISD	108913109	DR R E MARGO EL	1	108	HIDALGO	E	PK - 05	R	68.7072	8.3333	5.0001	61316	71350	55444
108913	WESLACO ISD	108913110	AIRPORT ELEMENTARY	1	108	HIDALGO	E	PK - 05	E	53.5038	8.9444	9.0004	58117	77080	53039
108913	WESLACO ISD	108913111	MEMORIAL EL	1	108	HIDALGO	E	EE - 05	R	55.1457	9.4453	11.0001	60054	73403	52649
108913	WESLACO ISD	108913112	NORTH BRIDGE EL	1	108	HIDALGO	E	EE - 05	R	51.0063	6.8666	9.0014	64819	73704	51557
108913	WESLACO ISD	108913113	A N RICO ELEMENTARY	1	108	HIDALGO	E	PK - 05	R	60.1033	6	12.0013	58235	80418	50988
108913	WESLACO ISD	108913114	CLECKLER/HEALD EL	1	108	HIDALGO	E	PK - 05	E	53.0989	6.0556	8.0001	56134	75212	51045
108914	LA VILLA ISD	108914001	LA VILLA H S	1	108	HIDALGO	S	09 - 12	A	16.9068	5.4983	5.6404	56526	79768	44294
108914	LA VILLA ISD	108914041	LA VILLA MIDDLE	1	108	HIDALGO	M	06 - 08	A	9.1523	2.4983	1.3597	51317	79254	43679
108914	LA VILLA ISD	108914101	JOSE BERNABE MUNOZ EL	1	108	HIDALGO	E	PK - 05	A	18.1096	1.4983	9.0002	64446	80223	43335
108915	MONTE ALTO ISD	108915001	MONTE ALTO H S	1	108	HIDALGO	S	09 - 10	L	8.7853	1	1.9998	53973	.	38570
108915	MONTE ALTO ISD	108915041	JOSE BORREGO MIDDLE	1	108	HIDALGO	M	06 - 08	A	14.5969	1	2.9995	53973	63975	45475
108915	MONTE ALTO ISD	108915101	MONTE ALTO EL	1	108	HIDALGO	E	PK - 05	R	37.8462	2	12.722	53601	74907	45417
108916	VALLEY VIEW ISD	108916001	VALLEY VIEW H S	1	108	HIDALGO	S	09 - 12	A	58.8815	13	22.1968	54305	72653	46213
108916	VALLEY VIEW ISD	108916004	VALLEY VIEW H S ACADEMY	1	108	HIDALGO	S	09 - 11	1	6.4451	0	2.6841	.	70188	45439
108916	VALLEY VIEW ISD	108916005	VALLEY VIEW PHOENIX ACADEMY	1	108	HIDALGO	S	09 - 11	1	5.6879	0	2.9021	.	76196	46411
108916	VALLEY VIEW ISD	108916006	VALLEY VIEW 9TH GRADE ACADEMY	1	108	HIDALGO	S	09 - 09	2	3.4125	0	2.4591	.	70188	43460
108916	VALLEY VIEW ISD	108916041	VALLEY VIEW EARLY COLLEGE CAMPUS	1	108	HIDALGO	M	08 - 09	R	33.2828	5	16.2459	52398	86429	44849
108916	VALLEY VIEW ISD	108916042	VALLEY VIEW J H	1	108	HIDALGO	M	06 - 07	E	34.5311	4.8021	20.8639	47248	83000	44028
108916	VALLEY VIEW ISD	108916043	VALLEY VIEW 8TH GRADE ACADEMY	1	108	HIDALGO	M	08 - 08	1	3.5595	0	1.8485	.	62154	44481
108916	VALLEY VIEW ISD	108916044	VALLEY VIEW 6TH GRADE ACADEMY	1	108	HIDALGO	M	06 - 06	2	4.588	0	4.0818	.	62154	40312
108916	VALLEY VIEW ISD	108916046	VALLEY VIEW 7TH GRADE ACADEMY	1	108	HIDALGO	M	07 - 07	2	4.8165	0	2.2088	.	60653	43831
108916	VALLEY VIEW ISD	108916102	VALLEY VIEW EL	1	108	HIDALGO	E	EE - 04	E	40.7389	4	22.6139	52237	69945	44159
108916	VALLEY VIEW ISD	108916103	VALLEY VIEW NORTH EL	1	108	HIDALGO	E	PK - 04	E	37.0255	3	16.8994	58123	71459	44246
108916	VALLEY VIEW ISD	108916104	WILBUR E LUCAS EL	1	108	HIDALGO	E	PK - 04	R	35.0029	4	12.8766	47361	71970	44278
108916	VALLEY VIEW ISD	108916105	VALLEY VIEW SOUTH EL	1	108	HIDALGO	E	PK - 04	R	32.8135	3.9947	15.6869	51900	74730	44167
108916	VALLEY VIEW ISD	108916106	VALLEY VIEW 5TH GRADE CAMPUS	1	108	HIDALGO	E	05 - 05	E	27.9315	3.8556	9.8075	53415	71459	47445
109901	ABBOTT ISD	109901001	ABBOTT SCHOOL	12	109	HILL	B	PK - 12	R	24.4704	0.6667	4	71050	60903	43646
109902	BYNUM ISD	109902001	BYNUM SCHOOL	12	109	HILL	B	EE - 12	A	22.8341	1.7857	7.0006	44723	58241	38585
109903	COVINGTON ISD	109903001	COVINGTON SCHOOL	12	109	HILL	B	PK - 12	R	22.9892	2.5508	7.9985	38218	63832	42831
109904	HILLSBORO ISD	109904001	HILLSBORO H S	12	109	HILL	S	09 - 12	R	44.0496	4.0596	11.7548	54099	70240	43859
109904	HILLSBORO ISD	109904010	HILL CO J J A E P	12	109	HILL	M	06 - 09	X	.	.	.	.	.	.
109904	HILLSBORO ISD	109904041	HILLSBORO J H	12	109	HILL	M	07 - 08	R	20.3565	2.1786	6.1162	52821	69419	41645
109904	HILLSBORO ISD	109904101	FRANKLIN EL	12	109	HILL	E	EE - PK	X	8.9999	2.7143	3	40069	.	42987
109904	HILLSBORO ISD	109904104	HILLSBORO EL	12	109	HILL	E	KG - 02	R	31.0009	3.2143	19.0011	50096	58000	37204
109904	HILLSBORO ISD	109904109	HILLSBORO INTERMEDIATE	12	109	HILL	E	03 - 06	R	39.3322	2.6876	17.2432	37385	53000	37923
109905	HUBBARD ISD	109905001	HUBBARD H S	12	109	HILL	S	09 - 12	A	16.8609	0.6845	1.0001	58437	67600	47983
109905	HUBBARD ISD	109905041	HUBBARD MIDDLE	12	109	HILL	M	06 - 08	A	8.4093	0	3.0002	.	60511	38776
109905	HUBBARD ISD	109905101	HUBBARD EL	12	109	HILL	E	PK - 05	R	14.7953	0	6.9996	.	66300	40215
109907	ITASCA ISD	109907001	ITASCA H S	12	109	HILL	S	09 - 12	A	20.3017	1.5833	3.6575	54565	81190	48043
109907	ITASCA ISD	109907041	ITASCA MIDDLE	12	109	HILL	M	05 - 08	A	14.7026	1.5833	7.3446	49426	70000	43560
109907	ITASCA ISD	109907101	ITASCA EL	12	109	HILL	E	EE - 04	R	20.864	1.5833	7.0001	48589	83642	44895
109908	MALONE ISD	109908101	MALONE EL	12	109	HILL	E	PK - 08	A	8.9426	1.1455	2.9997	42505	58905	43084
109910	MOUNT CALM ISD	109910002	MOUNT CALM H S	12	109	HILL	S	09 - 10	L	4.4482	0	2.1867	.	.	40503
109910	MOUNT CALM ISD	109910101	MOUNT CALM EL	12	109	HILL	E	PK - 08	L	12.036	0	5.8134	.	26500	36965
109911	WHITNEY ISD	109911001	WHITNEY H S	12	109	HILL	S	09 - 12	A	40.0831	2.2381	5.9999	37428	65968	45850
109911	WHITNEY ISD	109911041	WHITNEY MIDDLE SCHOOL	12	109	HILL	M	06 - 08	A	26.3227	2	7.0004	54882	71326	41971
109911	WHITNEY ISD	109911101	WHITNEY EL	12	109	HILL	E	EE - 02	R	26.9986	2	10.9997	39727	68262	38160
109911	WHITNEY ISD	109911102	WHITNEY INT	12	109	HILL	E	03 - 05	R	23.4955	2	5.0001	29618	66169	41329
109912	AQUILLA ISD	109912001	AQUILLA SCHOOL	12	109	HILL	B	PK - 12	R	19.1288	0.4572	6.6298	68843	50000	36665
109913	BLUM ISD	109913001	BLUM H S	12	109	HILL	B	06 - 12	R	18.6183	0.8572	5.0004	41454	61880	42010
109913	BLUM ISD	109913010	HILL COUNTY JJAEP	12	109	HILL	M	07 - 07	X	.	.	.	.	.	.
109913	BLUM ISD	109913101	BLUM EL	12	109	HILL	E	PK - 05	R	15.135	0.3929	7.0004	42038	61500	38735
109914	PENELOPE ISD	109914001	PENELOPE SCHOOL	12	109	HILL	B	PK - 12	A	21.9628	0	7.5099	.	50768	39112
110901	ANTON ISD	110901001	ANTON H S	17	110	HOCKLEY	S	07 - 12	A	15.3156	0.5409	3.0004	39365	65395	42227
110901	ANTON ISD	110901002	ANTON P E P	17	110	HOCKLEY	S	09 - 10	1	.	.	.	.	.	.
110901	ANTON ISD	110901101	ANTON EL	17	110	HOCKLEY	E	PK - 06	A	12.5929	1.1814	1	39422	.	41150
110902	LEVELLAND ISD	110902001	LEVELLAND H S	17	110	HOCKLEY	S	09 - 12	A	68.5453	6.0614	20.9917	50607	64894	41975
110902	LEVELLAND ISD	110902003	CACTUS ACADEMIC CENTER	17	110	HOCKLEY	B	03 - 12	1	8.75	1.3636	1	41659	77460	44874
110902	LEVELLAND ISD	110902041	LEVELLAND MIDDLE	17	110	HOCKLEY	M	05 - 09	A	53.6714	3.787	13.0005	42534	59807	43492
110902	LEVELLAND ISD	110902042	LEVELLAND INT	17	110	HOCKLEY	E	04 - 05	R	29.9902	3.3559	2.9889	41701	70286	43894
110902	LEVELLAND ISD	110902104	CAPITOL EL	17	110	HOCKLEY	E	01 - 03	R	24.0008	2.7708	4.0004	51320	75224	44738
110902	LEVELLAND ISD	110902105	SOUTH EL	17	110	HOCKLEY	E	01 - 03	E	24.0026	4.0777	7.0012	43870	78724	42140
110902	LEVELLAND ISD	110902106	LEVELLAND ACADEMIC BEGINNINGS CENT	17	110	HOCKLEY	E	EE - 04	X	28	3.305	9	36870	60431	41793
110905	ROPES ISD	110905001	ROPES SCHOOL	17	110	HOCKLEY	B	PK - 12	A	36.9376	2.5	10.9991	53968	68144	40522
110905	ROPES ISD	110905002	CHOICES ALTER H S	17	110	HOCKLEY	S	10 - 12	1	0	0	0	.	.	.
110906	SMYER ISD	110906001	SMYER H S	17	110	HOCKLEY	S	07 - 12	A	18.1485	0.4101	0.6471	57761	72622	44116
110906	SMYER ISD	110906101	SMYER EL	17	110	HOCKLEY	E	PK - 06	A	14.4455	0.1244	2.3534	86415	70934	37874
110907	SUNDOWN ISD	110907001	SUNDOWN H S	17	110	HOCKLEY	S	09 - 12	E	25.3855	1	4.511	57680	86970	53086
110907	SUNDOWN ISD	110907002	PEP ALTER SCHOOL	17	110	HOCKLEY	S	10 - 12	1	.	.	.	.	.	.
110907	SUNDOWN ISD	110907041	SUNDOWN J H	17	110	HOCKLEY	M	06 - 08	E	13.1716	0.5	1.3362	58550	91280	53533
110907	SUNDOWN ISD	110907101	SUNDOWN EL	17	110	HOCKLEY	E	EE - 05	E	27.0222	1.5	5.1525	66217	97910	49228
110908	WHITHARRAL ISD	110908001	WHITHARRAL SCHOOL	17	110	HOCKLEY	B	KG - 12	A	18.8632	1.3571	4.9998	46616	58968	41504
111901	GRANBURY ISD	111901001	GRANBURY H S	11	111	HOOD	S	09 - 12	A	119.9054	12.1344	27.45	57980	78847	49652
111901	GRANBURY ISD	111901002	S T A R S ACADEMY	11	111	HOOD	S	10 - 12	1	4.9996	1.1818	1	67428	77661	53670
111901	GRANBURY ISD	111901005	CROSSLAND NINTH GRADE CENTER	11	111	HOOD	S	09 - 09	R	41.5949	5.2673	10.05	52971	72944	50045
111901	GRANBURY ISD	111901041	GRANBURY MIDDLE	11	111	HOOD	M	06 - 08	R	62.6313	6.9256	18.0002	49715	69164	48671
111901	GRANBURY ISD	111901042	ACTON MIDDLE	11	111	HOOD	M	06 - 08	E	59.6035	5.2061	17.0001	49520	66570	49252
111901	GRANBURY ISD	111901102	ACTON EL	11	111	HOOD	E	PK - 05	E	37.5949	5.7748	4.9998	49636	71748	50504
111901	GRANBURY ISD	111901104	EMMA ROBERSON EL	11	111	HOOD	E	EE - 02	R	34.8987	5.6405	14.9947	47863	67988	48274
111901	GRANBURY ISD	111901105	NETTIE BACCUS EL	11	111	HOOD	E	PK - 05	R	34.9992	5.2792	6.999	50733	69468	51363
111901	GRANBURY ISD	111901106	OAK WOODS SCHOOL	11	111	HOOD	E	EE - 05	E	30.0013	6.1818	10.0001	51207	69826	48569
111901	GRANBURY ISD	111901107	MAMBRINO SCHOOL	11	111	HOOD	E	EE - 08	R	44.0002	6.5151	14.0002	53744	75430	50303
111901	GRANBURY ISD	111901108	JOHN AND LYNN BRAWNER INT	11	111	HOOD	E	03 - 05	R	31.9154	5.1242	10.9145	50314	66451	48107
111902	LIPAN ISD	111902003	LIPAN H S	11	111	HOOD	S	07 - 12	R	12.3588	0.7621	1.0002	30177	63000	44820
111902	LIPAN ISD	111902102	LIPAN EL	11	111	HOOD	E	PK - 06	R	8.6435	0.5	2.0002	19128	60893	41010
111903	TOLAR ISD	111903001	TOLAR H S	11	111	HOOD	S	09 - 12	R	21.106	0.0708	5.2726	52499	74000	43737
111903	TOLAR ISD	111903041	TOLAR J H	11	111	HOOD	M	06 - 08	E	14.2475	0	2.7278	.	62400	45104
111903	TOLAR ISD	111903101	TOLAR EL	11	111	HOOD	E	EE - 05	E	19.0009	1	3	54472	65500	43887
112901	SULPHUR SPRINGS ISD	112901002	SULPHUR SPRINGS H S	8	112	HOPKINS	S	09 - 12	A	97.3238	10.2971	18.5277	51300	68130	43508
112901	SULPHUR SPRINGS ISD	112901041	SULPHUR SPRINGS MIDDLE	8	112	HOPKINS	M	06 - 08	L	69.7181	6.0476	13.2909	48182	55737	42973
112901	SULPHUR SPRINGS ISD	112901101	AUSTIN EL	8	112	HOPKINS	E	01 - 04	A	15.216	1.75	2.5	43797	69914	42102
112901	SULPHUR SPRINGS ISD	112901102	EARLY CHILDHOOD LRN CTR	8	112	HOPKINS	E	PK - 01	R	37.45	3	7	45320	59348	42593
112901	SULPHUR SPRINGS ISD	112901104	LAMAR EL	8	112	HOPKINS	E	01 - 04	R	19.3331	2.25	2.5	35504	69009	42056
112901	SULPHUR SPRINGS ISD	112901105	TRAVIS EL	8	112	HOPKINS	E	01 - 04	R	27.4724	1.75	6	38203	59694	41501
112901	SULPHUR SPRINGS ISD	112901106	BOWIE EL	8	112	HOPKINS	E	01 - 04	R	25.8529	1.75	7	36031	65490	40511
112901	SULPHUR SPRINGS ISD	112901107	DOUGLAS INT	8	112	HOPKINS	E	05 - 05	R	21.5655	3.5	8.4194	41764	75080	40186
112905	CUMBY ISD	112905001	CUMBY H S	8	112	HOPKINS	S	07 - 12	A	20.0412	2.5	2.2782	46267	60000	44516
112905	CUMBY ISD	112905101	CUMBY ELEMENTARY	8	112	HOPKINS	E	PK - 06	A	18.9632	3.7139	4.7224	41539	58056	39284
112906	NORTH HOPKINS ISD	112906001	NORTH HOPKINS H S	8	112	HOPKINS	S	07 - 12	A	17.4241	1.4973	2	48539	52005	39869
112906	NORTH HOPKINS ISD	112906101	NORTH HOPKINS EL	8	112	HOPKINS	E	EE - 06	A	19.5762	0	3.0001	.	50837	37676
112907	MILLER GROVE ISD	112907001	MILLER GROVE SCHOOL	8	112	HOPKINS	B	PK - 12	A	23.9998	0	8.9998	.	51138	37280
112908	COMO-PICKTON CISD	112908001	COMO-PICKTON SCHOOL	8	112	HOPKINS	B	PK - 12	A	65.4846	7.9924	22.0022	52156	61245	39252
112908	COMO-PICKTON CISD	112908200	HOLY HIGHWAY PICKTON	8	112	HOPKINS	S	08 - 12	A	0.5276	0	0	.	.	43962
112909	SALTILLO ISD	112909001	SALTILLO SCHOOL	8	112	HOPKINS	B	PK - 12	R	23.7974	1.0675	6.9991	58915	61933	40597
112910	SULPHUR BLUFF ISD	112910001	SULPHUR BLUFF ISD	8	112	HOPKINS	B	PK - 12	R	21.4385	2	5.9996	37753	57169	41770
113901	CROCKETT ISD	113901002	CROCKETT H S	6	113	HOUSTON	S	09 - 12	L	38.573	3.581	13.3209	61957	71097	43238
113901	CROCKETT ISD	113901004	PINEYWOODS AEC OF CHOICE	6	113	HOUSTON	S	08 - 12	2	3.6833	0.7	0.1272	58777	62159	48560
113901	CROCKETT ISD	113901041	CROCKETT J H	6	113	HOUSTON	M	06 - 08	L	25.9068	3.0833	5.55	52692	69373	43327
113901	CROCKETT ISD	113901102	CROCKETT EL	6	113	HOUSTON	E	01 - 05	A	37.0005	2.2	12.9997	54403	62541	39856
113901	CROCKETT ISD	113901105	EARLY CHILDHOOD CTR	6	113	HOUSTON	E	EE - KG	X	15.9304	1.2	6	51968	71000	37439
113902	GRAPELAND ISD	113902002	GRAPELAND H S	6	113	HOUSTON	S	09 - 12	L	17.5501	0.825	2.5971	46358	62250	41490
113902	GRAPELAND ISD	113902041	GRAPELAND J H	6	113	HOUSTON	M	06 - 08	A	8.9373	0.5	1.1301	51000	53000	45055
113902	GRAPELAND ISD	113902102	GRAPELAND EL	6	113	HOUSTON	E	PK - 05	R	21.69	2	5.2731	52106	.	43574
113903	LOVELADY ISD	113903002	LOVELADY J H H S	6	113	HOUSTON	S	07 - 12	A	24.6011	0.9357	2.0003	74346	70341	48020
113903	LOVELADY ISD	113903102	LOVELADY EL	6	113	HOUSTON	E	PK - 06	R	19.4985	6.8357	3.0004	44438	63881	44635
113905	LATEXO ISD	113905001	LATEXO H S	6	113	HOUSTON	S	07 - 12	A	24.0032	2	5.0012	52422	65118	38596
113905	LATEXO ISD	113905101	LATEXO EL	6	113	HOUSTON	E	PK - 06	R	20	3	6	28065	65000	35283
113906	KENNARD ISD	113906001	KENNARD H S	6	113	HOUSTON	S	07 - 12	R	20.2596	1	6.4916	46945	61030	39703
113906	KENNARD ISD	113906101	KENNARD EL	6	113	HOUSTON	E	PK - 06	A	20.6368	0	2.508	.	64666	41180
114901	BIG SPRING ISD	114901001	BIG SPRING H S	18	114	HOWARD	S	09 - 12	L	79.2784	10.0644	19.8224	55950	78160	43682
114901	BIG SPRING ISD	114901041	GOLIAD INT	18	114	HOWARD	M	05 - 06	L	33.8658	6.962	7.3371	50885	68656	42162
114901	BIG SPRING ISD	114901043	BIG SPRING J H	18	114	HOWARD	M	07 - 08	L	43.9741	9.5618	20.397	53424	76522	41685
114901	BIG SPRING ISD	114901102	BAUER EL	18	114	HOWARD	E	KG - 04	L	18.2179	3.5962	9.0008	42084	69578	41046
114901	BIG SPRING ISD	114901108	KENTWOOD EL	18	114	HOWARD	E	KG - 04	L	12.9638	2.8879	4.9997	53741	69109	40767
